Unnamed: 0,title,text,subject,date,class
10," Papa John’s Founder Retires, Figures Out Racism Is Bad For Business",a centerpiece of donald trump s campaign and now his presidency has been his white supremacist ways that is why so many of the public feuds he gets into involve people of color one of his favorite targets is of course the players in the national football league who dare to exercise their first amendment rights kneeling during the national anthem in protest of racist police brutality well there is one person who has figured out that racism is bad for business even if it did get the orange overlord elected the founder of the pizza chain papa john sthis is a man who has never been on the right side of history on any number of issues and plus his pizza sucks but when he decided to complain about the players protesting his sales really dropped turns out racism doesn t pay and we all know that corporations are all about the bottom line therefore papa john schnatter will no longer be ceo of the hack pizza chainbreaking papa johns founder john schnatter to step down as ceo announcement comes weeks after he criticized nfl over protests ap business news december 21 2017the thing is while people are certainly allowed to have political opinions they have to realize that those opinions can often come with dire consequences especially if one is in the business of trying to garner sales and support from any and all people which one would presume is the goal of all ceo s no one knows whether or not the pressure from his shareholders the public outcry or boycotts or even the nfl itself had anything to do with his stepping down as of right now all we know is that he will be gone and perhaps the future ceo will run a company that is inclusive of the diverse fabric that we call america after all the guiding symbol of this nation will always be the statue of liberty and bigots like trump and schnatter are the past the rest of us are the future we just have to survive the present to get there rob kim,News,"December 21, 2017",0
11, WATCH: Paul Ryan Just Told Us He Doesn’t Care About Struggling Families Living In Blue States,republicans are working overtime trying to sell their scam of a tax bill to the public as something that directly targets middleclass and workingclass families with financial relief nothing could be further from the truth and they re getting hammered on that repeatedly speaking on cnbc paul ryan was going full throttle trying to convince us that the paltry savings we re getting is actually wait for it big moneybut he didn t just go with the usual talking points with a smug look that only someone who grew up in a wealthy family can muster when talking about that which he does not know ryan claimed that the 2059 more per year that families living paychecktopaycheck will see is extremely significant then he decided he had to amend that to say such savings might be nothing to a family earning 600000 per year true or for people living in new york or california falsethose are the same two states that trump s loyal subjects insist on stripping from the 2016 vote totals to claim that trump actually won the popular vote ryan completely dismiss all the struggling families living in blue states belowif you re living paychecktopaycheck which is more than half of the people in this country and you got 2059more from a tax cut next year that s not nothing piccom8tktrmqra1 paul ryan december 21 2017someone needs to reach through their computer or television and wipe that smugness off his face it is the height of arrogance and insult to imply that there are no struggling families in either of those two states mark wilson,News,"December 21, 2017",0
12, Bad News For Trump — Mitch McConnell Says No To Repealing Obamacare In 2018,republicans have had seven years to come up with a viable replacement for obamacare but they failed miserably after taking a victory lap for gifting the wealthy with a tax break on wednesday donald trump looked at the cameras and we have essentially repealed obamacare and we will come up with something that will be much better obamacare has been repealed in this bill he added well like most things trump says that s just not true but if the former reality show star could have done that in order to eradicate former president obama s signature legislation he would have and without offering an alternativesenate majority leader mitch mcconnell npr that this has not been a very bipartisan year i hope in the new year we re going to pivot here and become more cooperative an obamacare repeal in 2018 is doa well we obviously were unable to completely repeal and replace with a 5248 senate the kentucky republican we ll have to take a look at what that looks like with a 5149 senate but i think we ll probably move on to other issues npr reportsmcconnell hopes to focus instead on stabilizing the insurance marketplaces to keep premiums from skyrocketing in the early months of 2018 a promise he made to moderate republican sen susan collins of maine to get her support for the tax billon top of that mcconnell broke with house speaker paul ryan rwis on the approach to paring back spending on programs like medicaid and food stamps mcconnell npr he is not interested in using senate budget rules to allow republicans to cut entitlements without consultation with democrats i think entitlement changes to be sustained almost always have to be bipartisan mcconnell the house may have a different agenda if our democratic friends in the senate want to join us to tackle any kind of entitlement reform i d be happy to take a look at it this is coming from mitch mcconnell he knows donald trump is destroying the gop it doesn t matter sen mcconnell we still recall him saying that his number one priority is making sure president obama s a oneterm president well we re hoping that trump doesn t last a full term funny how that works chip somodevilla,News,"December 21, 2017",0
13," WATCH: Lindsey Graham Trashes Media For Portraying Trump As ‘Kooky,’ Forgets His Own Words",the media has been talking all day about trump and the republican party s scam of a tax bill as well as the sheer obsequiousness of trump s cabinet and then members of congress after their tax scam was all but passed but the media isn t quite saying what trump wants they ve been doing analysis and discussion all day long rather than praising it for the grand achievement trump believes it is the gop has increasingly sounded exactly like trump when it comes to media coverage and coverage of the tax scam is no different coverage of trump in general hasn t changedtoday lindsey graham went after the media for portraying trump as a kook and unfit for office they wouldn t be doing their job if they weren t telling the truth though graham you know what concerns me about the american press is this endless endless attempt to label the guy as some kind of kook not fit to be president jake tapper notes that he himself has never labeled trump that way but then he points out something rather odd about graham s opinion take a look at the short clip belowlindsey graham today i m concerned the media s attempt to label trump as a kook or not fit to be presidentlindsey graham in 2016 i think he s a kook i think he s crazy i think he s unfit for office piccomhixs3dcio8 tomthunkit december 17 2017there it is out of graham s own mouth he parroted himself in 2016 he used the exact words to describe trump that he the media is using today freudian slip,News,"December 20, 2017",0
14, Heiress To Disney Empire Knows GOP Scammed Us – SHREDS Them For Tax Bill,abigail disney is an heiress with brass ovaries who will profit from the gop tax scam bill but isn t into fcking poor people over ms disney penned an oped for usa today in which she rips the gop a new one because she has always been cognizant of income and wealth inequality in other words she is not donald trump paul ryan or bob corker or mitch mcconnell she is abigail disney dammit since the election of ronald reagan the gap between rich and poor has grown dramatically and trickle down economics has turned out to cause more of a trickle up she writes but nothing has brought the problem of inequality into sharper focus for me than the current proposals republicans to overhaul the tax system disney says that this proposal will be burdensome to the middle class while decreasing the responsibility of the wealthy to contribute to the common good and then she dropped a truth bomb we like truth bombsrepublicans insist this plan will cut taxes for the middle class but the truth is that any meager savings will be offset losses elsewhere in deductions no longer allowed loss of medicaid and medicare coverage and less funding for education all of which are on the chopping block in order to provide a tax cut for a few very wealthy people like me there is even a tax break to private jet owners this bill will give me this tax cut while also killing health insurance for over 13 million people disney wrote it will let me pass over 20 million to my children taxfree and all my friends with private jets they get a tax cut too with a suffocating education system a dying infrastructure and a national debt that will be at least 15 trillion bigger that social mobility will be far out of reach for people like you disney continued but i will be able to stay comfortably right where i am does that strike you as fair no it does not thankyouverymuch but given how this bill was written i think it s looking a lot like a nightmare from pirates of the caribbean disney wrote have i made you angry yet i really hope i ve made you angry you should be no one who votes for this tax bill will be voting with your life in mind but you will pay for it this disney heiress is taking a stand against the gop tax bill even though she s going to benefit from it piccome5bmci83mu nowthis december 20 2017 if democracy is just a bunch of people advocating for their own selfinterest instead of the interests of the greater good then we re not a democracy we re anarchy disney added we need to start voting and acting as citizens as though the common good matters more than our own personal wellbeing this isn t tax reform it s a heist ralph orlowski for burda media,News,"December 20, 2017",0
15, Tone Deaf Trump: Congrats Rep. Scalise On Losing Weight After You Almost Died,donald trump just signed the gop tax scam into law of course that meant that he invited all of his craven cruel gop sycophants down from their perches on capitol hill to celebrate in the rose garden at the white house now that part is bad enough celebrating tax cuts for a bunch of rich hedge fund managers and huge corporations at the expense of everyday americans of course trump is beside himself with glee as this represents his first major legislative win since he started squatting in the white house almost a year ago thanks to glee in true trumpian style he gave a freewheeling address and a most curious subject came up as trump was thanking the goons from the hill somehow trump veered away from tax cuts and started talking about the congressional baseball shooting that happened over the summerin that shooting rep steve scalise who is also the house majority whip was shot and almost lost his life thanks to this tragic and stunning act of political violence scalise had a long recovery in fact he is still in physical therapy but of course vain and looksobsessed trump decided that he would congratulate scalise not on his survival and on his miraculous recovery but on the massive amount of weight scalise lost while he was practically dying and make no mistake scalise is very lucky to be alive to doctors when he arrived at the hospital scalise was actually quote in imminent risk of death here is the quote how stunningly tone deaf does one have to be to say something like that i never thought i d say this about a republican that i all reasonable accounts absolutely loathe but i feel sorry for him i am sorry he got shot and i am even sorrier that he now has to stand there and listen to that orange buffoon talk about him like thati am sure that scalise is a much tougher man than trump though i am equally sure that he also knows that trump is an international embarrassment and a crazy man who never should have been allowed anywhere near the white house alex wong,News,"December 20, 2017",0
16, The Internet Brutally Mocks Disney’s New Trump Robot At Hall Of Presidents,a new animatronic figure in the hall of presidents at walt disney world was added where every former leader of the republic is depicted in an audioanimatronics show the figure which supposedly resembles jon voight donald trump was added to the collection and it s absolutely horrifying the internet noticed that toohere s a few more pictures of the donald trump animatronic hallofpresidents piccoma45en9jwys wdw news today december 19 2017trump robot in the hall of presidents looks like a 71yearold chucky doll piccomylcbmhpnvg john cohen december 19 2017breaking 7 disney princesses and a storm trooper have come forward alleging hall of presidents trump made lewd comments to them brohibition now december 19 2017trump s animatronic figure for the disney hall of presidents looks like it was carved out of playdoh and left out in the florida heat where it was discovered a dying albino squirrel who settled atop its head and has been left there to decompose piccom3vmzuteylx elizabeth m december 19 2017in a time w so many heavy items thank you to disney for the laugh they did so much so well in the animatronic little hands check absurdly long tie check horrifying face checkmatewhen trump is impeached can they move this to the haunted mansion state of resistance december 19 2017all the other presidents in disney s new hall of presidents look like they can t believe donald trump is president either piccomemp9ux1bm8 matt binder december 18 2017disney unveiled trump figure at the hall of presidents to save production costs they pulled the animated hands off of a retired figurine from the its a small world ride tim hanlon december 19 2017the best part of donald trump being in disney s hall of presidents will be when they remove him from the hall of presidents and put him in the pirates of the caribbean ride s jail piccomxviykfqcet rex huppke december 19 2017comment today local news channel anchor in orlando donald trump robot just added to disney s hall of presidents i hope they programmed all the former presidents to not roll their eyes and shake their heads while he s talking mark hertling december 19 2017npr disney world adds trump animatronic figure but likeness is lacking but who really wants to look at an accurate donald the man is about as presidential looking as a fucking pokemon stephen december 19 2017could we put the animatronic version in the white house and the real one in disney world asking for 76 billion people and the future of the planet disney trump jonvoight david schmid december 19 2017we re pretty sure disney is trolling trump,News,"December 19, 2017",0
17, Mueller Spokesman Just F-cked Up Donald Trump’s Christmas,trump supporters and the socalled president s favorite network are lashing out at special counsel robert mueller and the fbi the white house is in panicmode after mueller obtained tens of thousands of transition team emails as part of the russian probe ironically it will quite possibly be emails that brings trump downa lawyer for the trump transition team is claiming that the emails had been illegally turned over the general services administration because the account owners never received notification of the request and he s claiming that they were privileged communications in a letter trump s attorney requested that congress act immediately to protect future presidential transitions from having their private records misappropriated government agencies particularly in the context of sensitive investigations intersecting with political motives mueller peter carr defended the special counsel s work in a statement issued just past midnight on sunday several hours after claims of unlawful conduct trump s attorney were made to politico when we have obtained emails in the course of our ongoing criminal investigation we have secured either the account owner s consent or appropriate criminal process he the words that pop out in the statement are criminal investigation the account owner s consent and criminal process while on the campaign trail donald trump asked russians to hack hillary clinton s emails after the election trump s team is claiming that mueller obtained the transition teams emails illegally even though that s not the truth we see a pattern hereteam trump thought mueller was on a fishing expedition turns out he was actually reeling in the fish the white house was not aware at the time that he had the emails mueller got them through gsa so that team trump could not selectively leave any out if they were requestedmerry christmas mr trump ann heisenfelt,News,"December 17, 2017",0
18, SNL Hilariously Mocks Accused Child Molester Roy Moore For Losing AL Senate Race (VIDEO),right now the whole world is looking at the shocking fact that democrat doug jones beat republican roy moore in the special election to replace attorney general jeff sessions in the united states senate of course moore s candidacy was rocked allegations of sexually harassing and even molesting teenage girls and being banned from the mall in his hometown of gadsden alabama for doing soeven before that moore was an incendiary character in alabama politics having been removed as chief justice of the alabama supreme court not once but twice and having made statements such as muslims should not be allowed in congress and homosexuality should be illegal hell he even that the last time america was great was when we had slavery therefore he was an extraordinarily damaged candidate as it was however despite all of this alabama is a deep red state with many voters agreeing with some of moore s more extreme positions and some even insisting that the allegations of sexual misconduct were simply not true that is why it was such a shock that doug jones pulled out a win for that senate seatwell there is one entity that could not resist going all in on the fact that roy moore lost this race saturday night live while doing a caricature of the results snl began with its weekend update host colin jost brutally mocking moore s alleged proclivities fore teen girls congratulations to alabama s newest senator not roy moore doug jones has become the first democrat to win a senate seat in alabama in over 20 years roy moore gross over 20 years jost then got in a dig at trump for whom moore s loss was a humiliating failure remind everyone what trump of jones win the republicans will have another shot at this seat in a very short period of time it never ends indeed if the sane people of america have anything to say about it it will be a very very long time after 2018 before the gop is allowed to control anything jost continued mocking trump that s it you just went all in for an accused pedophile and when he lost you re just like well we had fun he could be removed from office tonight and tweet congratulations to robert mueller on a great investigation had a fun time being president catch you on the flippityflop dietcoketime oh if only that could be our reality to have trump congratulating mueller for removing him and his entire treasonous criminal administration until then we ll have to stick to weekend update and the rest of snl and hope for the best the below scott olson,News,"December 17, 2017",0
19, Republican Senator Gets Dragged For Going After Robert Mueller,senate majority whip john cornyn rtx thought it would be a good idea to attack special counsel robert mueller over the russia probe as mueller s noose tightens republicans are losing their sht and attacking mueller and the fbi in order to protect probably the most corrupt president everformer attorney general eric holder tweeted on friday speaking on behalf of the vast majority of the american people republicans in congress be forewarned any attempt to remove bob mueller will not be tolerated cornyn retweeted holder to say you don t you don t senator johncornyn december 16 2017bloomberg s steven dennis tweeted on saturday that cornyn s beef is with holder not mueller but cornyn responded to say but mueller needs to clean house of partisans but mueller needs to clean house of partisans senator johncornyn december 16 2017the washington post s greg sargent asked cornyn will you accept the findings of the mueller probe as legitimate makes sense to me to wait to see what they are first cornyn respondedmakes sense to me to wait to see what they are first senator johncornyn december 16 2017republicans are trying to discredit mueller and users took noticeif you even think of firing mueller i ll make it my life s mission to make sure this is your last term buddy mrs smh december 16 2017carrollton tx here ready and willing to help get cruz and cornyn out jules012 december 16 2017garland tx here same bye bye tdk december 16 2017austin tx istandwithmueller cronyn is a fake representative he represents his own interests and anything to profit himself vj december 16 2017i stand with mueller kenneth shipp december 16 2017he speaks for me its bs how you cover up for a russia pawn if trump not gulity why would mueller be fired to cover up ellen reeher morris december 16 2017 speaks for 69 of americans to recent polling that s vast majority in my book you were around for the saturday night massacre firing mueller would be x100 lori winters december 16 2017country over party piccomnxex9rgbgu pittieboo december 16 2017he speaks for me and he speaks for the vast majority of american citizens who you should remember vote see you in 2018 andrew silver december 16 2017i might just move to texas to get those cronies tossed out of office blue wave is coming for the corrupt ollie december 16 2017good try john history will not be kind to you ann heisenfelt,News,"December 16, 2017",0
